1653,2016-11-15 19:39:44.593000,2016-11-15 19:39:59.477000
1654,2016-11-15 19:40:04.483000,2016-11-15 19:57:31.460000
1655,2016-11-16 02:16:56.247000,2016-11-16 02:33:45.237000
1656,2016-11-16 08:37:54.877000,2016-11-16 09:08:07.150000
1657,2016-11-16 15:38:19.143000,2016-11-16 15:46:22.157000
1658,2016-11-16 15:47:07.213000,2016-11-16 15:54:36.683000
1659,2016-11-16 15:54:45.183000,2016-11-16 15:56:36.200000
1660,2016-11-16 21:39:27.800000,2016-11-16 22:02:08.110000
1661,2016-11-16 22:02:13.697000,2016-11-16 22:04:00.683000
1662,2016-11-16 22:04:48.680000,2016-11-16 22:11:53.660000
1663,2016-11-16 23:08:27.517000,2016-11-16 23:11:47.613000
1664,2016-11-17 03:39:50.910000,2016-11-17 03:40:56.900000
1665,2016-11-17 03:41:02.883000,2016-11-17 19:35:41.290000
1666,2016-11-17 19:52:21.307000,2016-11-17 19:55:13.310000
1667,2016-11-17 19:57:49.310000,2016-11-17 20:09:47.407000
1668,2016-11-17 21:33:05.637000,2016-11-17 23:07:46.237000
1669,2016-11-18 14:26:12.120000,2016-11-18 14:32:31.623000
1670,2016-11-18 14:32:34.533000,2016-11-18 14:34:31.067000
1671,2016-11-18 14:38:22.087000,2016-11-18 14:43:58.097000
1672,2016-11-20 01:52:12.290000,2016-11-20 01:53:49.223000
1673,2016-11-20 22:29:03.197000,2016-11-20 22:31:09.270000
1674,2016-11-20 22:44:51.260000,2016-11-20 22:54:03.283000
1675,2016-11-21 06:31:41.460000,2016-11-21 06:35:35.443000
1676,2016-11-21 06:35:40.437000,2016-11-21 06:37:25.473000
1677,2016-11-21 06:38:18.567000,2016-11-21 06:47:19.550000
1678,2016-11-21 12:27:12.503000,2016-11-21 12:29:11.470000
1679,2016-11-21 12:29:17.483000,2016-11-21 12:42:07.507000
1680,2016-11-21 12:49:07.440000,2016-11-21 12:52:44.427000
1681,2016-11-21 19:23:50.340000,2016-11-21 19:31:04.357000
1682,2016-11-21 19:31:52.540000,2016-11-21 19:34:29.743000
1683,2016-11-21 19:34:35.347000,2016-11-21 19:43:39.383000
1684,2016-11-22 02:00:07.327000,2016-11-22 02:20:52.330000
1685,2016-11-22 08:59:24.463000,2016-11-22 09:00:15.333000
1686,2016-11-22 09:00:20.717000,2016-11-22 09:13:04.483000
1687,2016-11-22 15:33:55.760000,2016-11-22 15:38:13.533000
1688,2016-11-22 15:38:18.553000,2016-11-22 15:47:31.527000
1689,2016-11-22 15:53:45.497000,2016-11-22 16:00:42.483000
1690,2016-11-22 21:55:39.203000,2016-11-22 21:59:55.263000
1691,2016-11-22 22:06:12.300000,2016-11-22 22:19:09.237000
1692,2016-11-22 22:19:09.237000,2016-11-22 22:21:12.377000
1693,2016-11-23 04:50:02.263000,2016-11-23 04:55:51.243000
1694,2016-11-23 04:56:44.230000,2016-11-23 05:02:58.223000
1695,2016-11-23 10:51:05.290000,2016-11-23 10:58:21.170000
1696,2016-11-23 10:59:11.217000,2016-11-23 11:02:10.153000
1697,2016-11-23 11:03:01.150000,2016-11-23 11:06:07.133000
1698,2016-11-23 11:06:07.133000,2016-11-23 11:08:10.170000
1699,2016-11-23 19:14:21.503000,2016-11-23 19:19:42.490000
1700,2016-11-23 19:20:32.550000,2016-11-23 19:26:40.530000
1701,2016-11-23 19:28:24.457000,2016-11-23 19:34:26.460000
1702,2016-11-24 01:56:23.440000,2016-11-24 02:01:01.367000
1703,2016-11-24 02:01:06.370000,2016-11-24 02:19:07.447000
1704,2016-11-24 02:25:11.497000,2016-11-24 02:28:48.530000
1705,2016-11-24 02:30:03.463000,2016-11-24 02:38:23.657000
1706,2016-11-24 02:59:19.660000,2016-11-24 03:11:37.643000
1707,2016-11-24 09:41:05.463000,2016-11-25 04:05:17.173000
1708,2016-11-25 05:36:05.400000,2016-11-25 05:56:15.617000
1709,2016-11-25 23:31:03.997000,2016-11-25 23:37:10.953000
1710,2016-11-25 23:37:12.950000,2016-11-25 23:38:55.030000
1711,2016-11-25 23:42:13.950000,2016-11-25 23:57:21.987000
1712,2016-11-26 00:22:26.927000,2016-11-26 00:28:10.800000
1713,2016-11-26 20:14:00.050000,2016-11-26 20:14:36.033000
1714,2016-11-26 20:14:42.020000,2016-11-26 20:32:51.140000
1715,2016-11-26 20:40:50.113000,2016-11-26 20:50:27.270000
1716,2016-11-27 06:11:39.280000,2016-11-27 07:16:10.090000
1717,2016-11-27 17:40:19.157000,2016-11-28 14:56:43.280000
1718,2016-11-28 18:40:39.890000,2016-11-28 18:42:45.897000
1719,2016-11-28 18:43:47.903000,2016-11-28 18:51:13.920000
1720,2016-11-29 03:30:54.167000,2016-11-29 03:34:30.707000
1721,2016-11-29 03:34:33.647000,2016-11-29 03:55:05.313000
1722,2016-11-29 09:37:54.947000,2016-11-29 09:52:30.990000
1723,2016-11-29 09:53:17.907000,2016-11-29 10:06:08.853000
1724,2016-11-29 15:52:30.957000,2016-11-29 15:56:30.950000
1725,2016-11-29 16:01:49.980000,2016-11-29 16:07:58.003000
1726,2016-11-29 22:33:24.023000,2016-11-29 22:45:19.987000
1727,2016-11-29 22:45:22.997000,2016-11-29 22:53:33.043000
1728,2016-11-30 05:49:37.030000,2016-11-30 05:53:06.040000
1729,2016-11-30 05:57:07.143000,2016-11-30 06:22:53.227000
1730,2016-11-30 06:25:34.137000,2016-11-30 06:28:27.130000
1731,2016-11-30 07:14:27.250000,2016-11-30 07:22:32.267000
1732,2016-11-30 07:29:49.283000,2016-11-30 07:33:45.430000
1733,2016-11-30 07:36:30.307000,2016-11-30 08:48:17.533000
1734,2016-11-30 09:33:30.820000,2016-11-30 09:45:14.630000
1735,2016-11-30 14:46:34.630000,2016-11-30 14:49:13.690000
1736,2016-11-30 15:10:07.523000,2016-11-30 15:12:09.520000
1737,2016-11-30 16:34:21.357000,2016-11-30 16:39:32.187000
1738,2016-11-30 16:39:32.187000,2016-11-30 16:41:34.213000
1739,2016-11-30 16:43:19.240000,2016-11-30 16:53:26.167000
1740,2016-11-30 22:37:08.570000,2016-11-30 23:55:39.800000
1741,2016-11-30 23:55:57.737000,2016-12-01 00:27:23.830000
1742,2016-12-01 01:04:07.917000,2016-12-01 01:10:13.930000
1743,2016-12-01 01:11:04.940000,2016-12-01 01:15:04.957000
1744,2016-12-01 01:16:34.947000,2016-12-01 01:23:44.140000
1745,2016-12-01 03:27:22.350000,2016-12-01 03:33:49.563000
1746,2016-12-01 03:38:57.797000,2016-12-01 03:41:01.810000
1747,2016-12-01 07:29:17.800000,2016-12-01 07:32:45.777000
1748,2016-12-01 10:07:57.173000,2016-12-01 10:12:27.250000
1749,2016-12-01 16:05:48.030000,2016-12-01 16:15:05.047000
1750,2016-12-01 16:15:39.983000,2016-12-01 16:22:13.963000
1751,2016-12-01 19:12:38.430000,2016-12-01 19:16:46.537000
1752,2016-12-01 22:57:40.070000,2016-12-01 23:15:46.120000
1753,2016-12-02 04:56:41.990000,2016-12-02 04:59:12.980000
1754,2016-12-02 04:59:17.973000,2016-12-02 12:43:04.263000
1755,2016-12-02 12:56:00.170000,2016-12-02 12:59:09.183000
1756,2016-12-02 13:06:04.203000,2016-12-02 13:11:11.280000
1757,2016-12-02 13:13:28.217000,2016-12-02 13:16:21.233000
1758,2016-12-02 13:18:18.280000,2016-12-02 13:23:42.250000
1759,2016-12-02 13:27:57.260000,2016-12-02 13:31:33.267000
1760,2016-12-02 21:05:33.757000,2016-12-02 21:16:04.720000
1761,2016-12-02 21:23:08.677000,2016-12-02 21:31:09.647000
1762,2016-12-02 21:33:03.630000,2016-12-02 21:35:23.660000
1763,2016-12-02 22:17:49.490000,2016-12-02 22:20:15.497000
1764,2016-12-02 22:33:15.537000,2016-12-02 22:42:13.527000
