ID,Duration,Start,End
389,7.92,2016-08-22 10:53:28.793,2016-08-22 18:48:48.200
390,12.42,2016-08-22 19:11:37.980,2016-08-23 07:36:56.080
391,6.63,2016-08-23 08:03:22.270,2016-08-23 14:41:10.007
392,7.42,2016-08-23 15:01:04.300,2016-08-23 22:26:08.597
393,6.06,2016-08-23 22:41:18.080,2016-08-24 04:44:51.020
394,27.3,2016-08-24 05:24:20.097,2016-08-25 08:42:24.583
395,7.11,2016-08-25 09:35:48.520,2016-08-25 16:42:36.880
396,7.43,2016-08-25 16:42:44.747,2016-08-26 00:08:34.530
397,6.69,2016-08-26 00:08:40.563,2016-08-26 06:49:58.737
398,22.12,2016-08-26 09:24:07.793,2016-08-27 07:31:23.310
399,21.64,2016-08-27 08:33:06.380,2016-08-28 06:11:43.910
400,15.86,2016-08-28 06:11:49.140,2016-08-28 22:03:10.860
401,7.53,2016-08-29 20:18:15.243,2016-08-30 03:49:51.413
402,9.65,2016-08-30 03:49:58.780,2016-08-30 13:29:09.890
403,6.02,2016-08-30 13:43:36.087,2016-08-30 19:45:04.833
404,6.25,2016-08-30 21:33:05.957,2016-08-31 03:48:07.730
405,6.85,2016-08-31 04:09:33.780,2016-08-31 11:00:40.497
406,5.75,2016-08-31 11:26:35.800,2016-08-31 17:11:36.850
407,5.98,2016-08-31 18:10:36.073,2016-09-01 00:09:26.147
408,6.33,2016-09-01 12:57:18.487,2016-09-01 19:16:57.447
409,26.2,2016-09-02 04:55:37.983,2016-09-03 07:07:42.337
410,21.48,2016-09-03 07:57:04.843,2016-09-04 05:26:09.557
411,19.21,2016-09-04 05:50:52.093,2016-09-05 01:03:11.003
412,6.32,2016-09-05 16:27:10.223,2016-09-05 22:46:05.990
413,6.51,2016-09-05 22:46:09.717,2016-09-06 05:17:02.840
414,16.33,2016-09-06 09:07:01.970,2016-09-07 01:26:42.433
415,6.94,2016-09-07 01:26:47.447,2016-09-07 08:23:03.930
416,14.96,2016-09-07 08:52:08.373,2016-09-07 23:49:44.517
417,7.96,2016-09-07 23:49:49.170,2016-09-08 07:47:30.720
418,10.46,2016-09-08 08:21:17.427,2016-09-08 18:48:59.240
419,15.48,2016-09-09 11:42:59.177,2016-09-10 03:11:30.757
420,28.36,2016-09-10 03:11:44.077,2016-09-11 07:33:22.033
421,11.84,2016-09-11 08:02:35.590,2016-09-11 19:52:51.987
422,21.96,2016-09-11 20:07:45.747,2016-09-12 18:05:13.550
423,6.7,2016-09-15 05:47:58.793,2016-09-15 12:30:13.870
424,28.63,2016-09-15 12:30:17.823,2016-09-16 17:08:19.147
425,6.07,2016-09-16 17:08:22.413,2016-09-16 23:12:28.363
426,15.27,2016-09-17 02:57:05.530,2016-09-17 18:13:31.170
427,34.29,2016-09-17 18:31:08.503,2016-09-19 04:48:22.130
428,6.16,2016-09-19 13:05:19.467,2016-09-19 19:14:57.257
429,7.93,2016-09-19 19:46:09.100,2016-09-20 03:42:07.507
430,7.34,2016-09-20 03:42:12.533,2016-09-20 11:02:51.133
431,6.63,2016-09-20 11:05:36.050,2016-09-20 17:43:12.833
432,10.79,2016-09-20 17:53:07.933,2016-09-21 04:40:33.417
433,7.44,2016-09-21 04:41:06.913,2016-09-21 12:07:38.270
434,6.37,2016-09-21 12:17:13.093,2016-09-21 18:39:11.203
435,8.77,2016-09-21 18:45:12.337,2016-09-22 03:31:08.540
436,6.17,2016-09-22 06:00:04.930,2016-09-22 12:10:21.820
437,4.44,2016-09-22 12:24:09.637,2016-09-22 16:50:17.393
438,13.46,2016-09-23 15:19:49.787,2016-09-24 04:47:39.513
439,16.21,2016-09-24 05:09:00.813,2016-09-24 21:21:19.670
440,14.74,2016-09-24 22:13:50.590,2016-09-25 12:58:10.137
441,6.65,2016-09-25 21:50:25.727,2016-09-26 04:29:10.243
442,7.13,2016-09-26 04:29:13.730,2016-09-26 11:37:02.857
443,6.61,2016-09-26 11:37:07.110,2016-09-26 18:13:51.940
444,11.72,2016-09-27 00:41:09.667,2016-09-27 12:24:09.983
445,6.56,2016-09-27 12:24:13.307,2016-09-27 18:58:01.953
446,6.63,2016-09-27 18:58:06.150,2016-09-28 01:36:04.310
447,8.72,2016-09-28 01:36:12.787,2016-09-28 10:19:34.480
448,6.79,2016-09-28 10:19:38.173,2016-09-28 17:06:49.227
449,8.7,2016-09-28 17:06:53.050,2016-09-29 01:49:10.493
450,39.7,2016-09-29 01:49:14.973,2016-09-30 17:31:16.040
451,61.44,2016-09-30 17:31:20.227,2016-10-03 06:57:49.713
452,42.97,2016-10-01 05:07:43.780,2016-10-03 00:06:13.000
453,6.87,2016-10-03 00:06:18.547,2016-10-03 06:58:37.430
454,15.53,2016-10-03 06:58:43.160,2016-10-03 22:30:22.317
455,6.38,2016-10-03 22:30:28.080,2016-10-04 04:53:12.457
456,9.32,2016-10-04 04:53:19.177,2016-10-04 14:12:30.967
457,6.37,2016-10-04 14:12:36.030,2016-10-04 20:34:57.117
458,6.52,2016-10-04 20:35:02.837,2016-10-05 03:06:19.060
459,9.21,2016-10-05 03:06:24.113,2016-10-05 12:19:05.390
460,6.82,2016-10-05 12:19:09.167,2016-10-05 19:08:05.917
461,7.63,2016-10-05 19:08:09.610,2016-10-06 02:45:45.420
462,6.8,2016-10-06 02:45:48.067,2016-10-06 09:34:03.540
463,10.17,2016-10-06 09:34:33.417,2016-10-06 19:44:41.700
464,13.59,2016-10-06 19:44:46.110,2016-10-07 09:20:06.350
465,13.26,2016-10-07 09:20:25.550,2016-10-07 22:35:44.170
466,47.57,2016-10-07 22:36:13.203,2016-10-09 22:10:08.477
467,7.63,2016-10-09 22:10:14.660,2016-10-10 05:48:16.117
468,8.65,2016-10-10 05:48:19.647,2016-10-10 14:27:18.423
469,7.93,2016-10-10 14:27:22.920,2016-10-10 22:23:21.890
470,28.66,2016-10-10 22:23:29.233,2016-10-12 03:02:51.777
471,6.61,2016-10-12 03:02:56.077,2016-10-12 09:39:49.413
472,6.26,2016-10-12 09:39:52.307,2016-10-12 15:55:15.867
473,11.48,2016-10-12 15:55:19.910,2016-10-13 03:24:20.593
474,6.09,2016-10-13 03:24:31.617,2016-10-13 09:30:09.460
475,5.05,2016-10-13 09:30:14.523,2016-10-13 14:33:16.600
476,32.12,2016-10-13 14:33:38.323,2016-10-14 22:40:54.523
477,15.53,2016-10-14 22:41:14.240,2016-10-15 14:13:08.830
478,9.97,2016-10-15 14:13:19.003,2016-10-16 00:11:27.223
479,29.06,2016-10-16 00:11:33.340,2016-10-17 05:14:56.927
480,7.54,2016-10-17 05:15:04.460,2016-10-17 12:47:32.907
481,7.62,2016-10-17 12:47:35.963,2016-10-17 20:24:36.817
482,12.48,2016-10-17 20:24:40.650,2016-10-18 08:53:14.403
483,6.6,2016-10-18 08:53:21.900,2016-10-18 15:29:36.230
484,8.0,2016-10-18 15:29:39.263,2016-10-18 23:29:42.417
485,6.52,2016-10-18 23:29:46.603,2016-10-19 06:01:00.627
486,6.39,2016-10-19 06:01:06.863,2016-10-19 12:24:45.330
487,8.74,2016-10-19 12:24:50.510,2016-10-19 21:09:13.093
488,6.1,2016-10-19 21:09:22.583,2016-10-20 03:15:07.553
489,15.75,2016-10-20 03:15:12.840,2016-10-20 19:00:22.570
490,6.52,2016-10-20 19:00:30.783,2016-10-21 01:31:43.450
491,16.7,2016-10-21 01:31:47.053,2016-10-21 18:13:49.727
492,9.2,2016-10-21 18:13:54.020,2016-10-22 03:26:00.907
493,25.52,2016-10-22 03:26:06.750,2016-10-23 04:57:11.910
494,10.93,2016-10-23 04:57:18.007,2016-10-23 15:53:10.107
495,7.4,2016-10-24 12:19:00.800,2016-10-24 19:43:05.613
496,20.08,2016-10-24 19:43:09.953,2016-10-25 15:48:01.427
497,8.2,2016-10-25 15:48:10.083,2016-10-26 00:00:23.257
498,13.93,2016-10-26 00:00:26.653,2016-10-26 13:56:24.367
499,6.59,2016-10-26 00:01:31.867,2016-10-26 06:37:13.470
500,8.08,2016-10-26 13:56:29.583,2016-10-26 22:01:24.000
501,7.13,2016-10-26 22:01:27.710,2016-10-27 05:09:02.227
502,6.29,2016-10-27 05:09:07.010,2016-10-27 11:26:38.237
503,6.48,2016-10-27 11:26:44.560,2016-10-27 17:55:40.807
504,8.48,2016-10-27 17:55:51.050,2016-10-28 02:24:27.987
505,11.58,2016-10-28 02:24:32.850,2016-10-28 13:59:29.780
506,42.48,2016-10-28 13:59:35.510,2016-10-30 08:28:28.117
507,6.34,2016-11-02 11:29:00.697,2016-11-02 17:49:24.983
508,6.62,2016-11-02 17:49:28.663,2016-11-03 00:26:26.657
509,6.69,2016-11-03 00:26:31.617,2016-11-03 07:08:10.577
510,4.58,2016-11-03 09:30:51.227,2016-11-03 14:05:29.513
511,8.69,2016-11-03 14:05:33.483,2016-11-03 22:47:09.867
512,5.75,2016-11-03 22:47:15.887,2016-11-04 04:32:20.133
513,12.96,2016-11-04 04:32:23.783,2016-11-04 17:29:46.770
514,11.96,2016-11-04 17:29:50.770,2016-11-05 05:27:33.063
515,15.66,2016-11-05 05:43:29.270,2016-11-05 21:23:04.297
516,35.39,2016-11-05 21:23:07.780,2016-11-07 08:46:27.153
517,6.05,2016-11-07 08:46:35.097,2016-11-07 14:49:42.897
518,24.13,2016-11-07 14:49:45.460,2016-11-08 14:57:29.640
519,7.46,2016-11-08 14:57:33.523,2016-11-08 22:24:57.287
520,6.76,2016-11-08 22:25:02.017,2016-11-09 05:10:25.513
521,8.92,2016-11-09 05:10:35.617,2016-11-09 14:05:36.820
522,17.0,2016-11-09 14:05:41.503,2016-11-10 07:05:46.617
523,6.29,2016-11-10 07:05:49.773,2016-11-10 13:23:09.500
524,14.48,2016-11-10 13:23:13.880,2016-11-11 03:52:17.600
525,48.82,2016-11-11 03:52:23.997,2016-11-13 04:41:30.100
526,30.73,2016-11-13 04:41:34.897,2016-11-14 11:25:38.817
527,6.78,2016-11-14 11:25:43.057,2016-11-14 18:12:32.487
528,6.55,2016-11-14 18:12:35.390,2016-11-15 00:45:28.777
529,5.95,2016-11-15 00:45:32.320,2016-11-15 06:42:33.230
530,6.4,2016-11-15 06:42:37.320,2016-11-15 13:06:32.610
531,6.56,2016-11-15 13:06:36.083,2016-11-15 19:39:55.903
532,6.58,2016-11-15 19:39:59.623,2016-11-16 02:14:46.797
533,6.35,2016-11-16 02:14:51.517,2016-11-16 08:35:40.067
534,7.31,2016-11-16 08:35:43.570,2016-11-16 15:54:32.460
535,6.12,2016-11-16 15:54:40.383,2016-11-16 22:02:03.680
536,5.65,2016-11-16 22:02:07.963,2016-11-17 03:40:53.470
537,34.86,2016-11-17 03:40:57.920,2016-11-18 14:32:27.963
538,35.35,2016-11-18 14:32:30.487,2016-11-20 01:53:44.600
539,8.11,2016-11-20 22:28:59.877,2016-11-21 06:35:31.957
540,5.89,2016-11-21 06:35:36.217,2016-11-21 12:29:08.137
541,7.09,2016-11-21 12:29:11.960,2016-11-21 19:34:25.543
542,7.53,2016-11-21 19:34:30.640,2016-11-22 03:06:10.133
543,5.9,2016-11-22 03:06:13.957,2016-11-22 09:00:12.407
544,6.63,2016-11-22 09:00:15.073,2016-11-22 15:38:09.573
545,6.68,2016-11-22 15:38:13.200,2016-11-22 22:19:03.870
546,6.48,2016-11-22 22:19:07.007,2016-11-23 04:47:53.173
547,6.3,2016-11-23 04:47:56.227,2016-11-23 11:06:02.437
548,8.1,2016-11-23 11:06:05.307,2016-11-23 19:12:03.387
549,6.81,2016-11-23 19:12:07.280,2016-11-24 02:00:57.183
550,26.07,2016-11-24 02:01:01.077,2016-11-25 04:05:13.283
551,18.02,2016-11-25 05:36:02.290,2016-11-25 23:37:06.300
552,20.62,2016-11-25 23:37:10.570,2016-11-26 20:14:32.650
553,11.03,2016-11-26 20:14:37.357,2016-11-27 07:16:25.157
554,31.67,2016-11-27 07:16:31.027,2016-11-28 14:56:39.517
555,8.9,2016-11-28 18:40:36.457,2016-11-29 03:34:26.560
556,6.02,2016-11-29 03:34:30.103,2016-11-29 09:35:44.997
557,6.34,2016-11-29 09:35:49.957,2016-11-29 15:56:26.797
558,6.81,2016-11-29 15:56:31.287,2016-11-29 22:45:15.833
559,7.16,2016-11-29 22:45:20.363,2016-11-30 05:54:58.903
560,10.74,2016-11-30 05:55:02.600,2016-11-30 16:39:27.757
561,8.37,2016-11-30 16:39:31.613,2016-12-01 01:01:58.383
562,6.51,2016-12-01 01:02:01.967,2016-12-01 07:32:41.037
563,5.93,2016-12-01 10:07:53.487,2016-12-01 16:03:44.247
564,6.86,2016-12-01 16:03:47.580,2016-12-01 22:55:33.830
565,6.06,2016-12-01 22:55:38.727,2016-12-02 04:59:08.780
566,29.73,2016-12-02 04:59:13.273,2016-12-03 10:43:17.700
567,29.72,2016-12-03 10:43:23.357,2016-12-04 16:26:43.527
568,5.91,2016-12-05 17:12:38.680,2016-12-05 23:07:02.040
569,7.99,2016-12-05 23:07:06.487,2016-12-06 07:06:46.320
570,23.14,2016-12-06 07:06:52.197,2016-12-07 06:15:22.003
571,12.11,2016-12-07 06:15:27.013,2016-12-07 18:21:52.573
572,6.19,2016-12-07 18:21:58.140,2016-12-08 00:33:10.333
573,6.05,2016-12-08 00:33:18.203,2016-12-08 06:36:22.360
574,13.77,2016-12-08 06:36:25.577,2016-12-08 20:22:48.170
575,6.95,2016-12-08 20:22:52.687,2016-12-09 03:19:35.180
576,21.01,2016-12-09 03:19:59.907,2016-12-10 00:20:44.303
577,11.01,2016-12-10 00:20:48.083,2016-12-10 11:21:28.180
578,21.37,2016-12-10 11:21:34.310,2016-12-11 08:43:55.503
579,11.09,2016-12-12 03:22:21.587,2016-12-12 14:27:32.930
580,7.7,2016-12-12 14:27:35.603,2016-12-12 22:09:22.860
581,8.5,2016-12-12 22:09:27.100,2016-12-13 06:39:25.873
582,6.9,2016-12-13 06:39:32.963,2016-12-13 13:33:39.433
583,12.84,2016-12-13 13:33:43.323,2016-12-14 02:24:11.153
584,6.84,2016-12-14 02:24:15.077,2016-12-14 09:14:36.220
585,7.52,2016-12-14 09:14:52.920,2016-12-14 16:45:59.620
586,6.53,2016-12-14 16:46:04.177,2016-12-14 23:18:03.923
587,6.15,2016-12-14 23:18:08.177,2016-12-15 05:27:04.230
588,10.0,2016-12-15 05:27:08.200,2016-12-15 15:27:11.917
589,10.44,2016-12-16 06:50:25.290,2016-12-16 17:17:05.000
590,15.29,2016-12-16 17:17:07.700,2016-12-17 08:34:23.827
591,25.88,2016-12-17 08:34:28.890,2016-12-18 10:27:16.900
592,5.73,2016-12-19 17:31:00.093,2016-12-19 23:14:35.100
593,8.14,2016-12-19 23:14:39.203,2016-12-20 07:23:10.700
594,6.55,2016-12-20 07:23:14.170,2016-12-20 13:56:25.553
595,6.24,2016-12-20 13:56:30.963,2016-12-20 20:11:00.977
596,6.37,2016-12-20 20:11:07.860,2016-12-21 02:33:15.197
597,10.9,2016-12-21 02:33:18.240,2016-12-21 13:27:08.443
598,9.06,2016-12-21 13:27:13.313,2016-12-21 22:30:41.820
599,21.43,2016-12-21 22:31:14.153,2016-12-22 19:57:03.327
600,0.24,2016-12-22 19:57:09.680,2016-12-22 20:11:44.577
601,247.71,2016-12-22 20:18:23.277,2017-01-02 04:00:55.123
602,22.92,2017-01-02 04:00:58.067,2017-01-03 02:56:10.183
603,6.05,2017-01-03 02:56:16.273,2017-01-03 08:58:59.137
604,7.64,2017-01-03 08:59:07.197,2017-01-03 16:37:31.753
605,8.34,2017-01-03 16:37:37.360,2017-01-04 00:58:18.027
606,6.64,2017-01-04 00:58:22.550,2017-01-04 07:36:49.563
607,6.17,2017-01-04 07:36:54.273,2017-01-04 13:47:04.077
608,5.93,2017-01-04 13:47:08.783,2017-01-04 19:42:40.690
609,7.78,2017-01-04 19:42:44.170,2017-01-05 03:29:19.367
610,8.44,2017-01-05 03:29:23.750,2017-01-05 11:55:38.167
611,7.73,2017-01-05 11:55:42.370,2017-01-05 19:39:12.560
612,5.94,2017-01-05 19:39:15.587,2017-01-06 01:35:53.223
613,23.83,2017-01-06 01:35:57.777,2017-01-07 01:25:48.467
614,11.28,2017-01-07 01:25:57.313,2017-01-07 12:42:44.610
615,23.84,2017-01-07 12:42:49.160,2017-01-08 12:33:20.130
616,8.31,2017-01-08 22:45:32.130,2017-01-09 07:04:00.447
617,20.88,2017-01-09 07:04:04.877,2017-01-10 03:56:39.527
618,7.05,2017-01-10 03:56:42.263,2017-01-10 10:59:36.737
619,7.05,2017-01-10 10:59:40.873,2017-01-10 18:02:33.983
620,6.04,2017-01-10 18:02:37.247,2017-01-11 00:04:45.317
621,6.62,2017-01-11 00:04:49.690,2017-01-11 06:41:59.777
622,6.87,2017-01-11 06:42:02.887,2017-01-11 13:34:03.893
623,7.47,2017-01-11 13:34:11.993,2017-01-11 21:02:30.573
624,6.59,2017-01-11 21:02:39.627,2017-01-12 03:37:57.857
625,6.5,2017-01-12 03:38:01.450,2017-01-12 10:07:45.600
626,7.17,2017-01-12 10:07:49.123,2017-01-12 17:18:18.733
627,6.73,2017-01-12 17:18:28.500,2017-01-13 00:02:20.060
628,28.55,2017-01-13 00:02:26.073,2017-01-14 04:35:39.413
629,12.17,2017-01-14 04:35:47.527,2017-01-14 16:46:15.680
630,30.35,2017-01-14 16:46:34.913,2017-01-15 23:07:37.750
631,7.33,2017-01-16 10:50:50.163,2017-01-16 18:10:27.853
632,18.6,2017-01-16 18:10:31.190,2017-01-17 12:46:41.597
633,9.87,2017-01-17 00:38:52.077,2017-01-17 10:31:18.970
634,6.43,2017-01-17 10:31:23.197,2017-01-17 16:57:25.080
635,9.27,2017-01-17 16:57:28.123,2017-01-18 02:13:44.050
636,7.12,2017-01-18 02:13:47.630,2017-01-18 09:21:05.163
637,10.99,2017-01-18 09:21:08.977,2017-01-18 20:20:19.477
638,36.7,2017-01-18 20:20:23.953,2017-01-20 09:02:16.127
639,12.69,2017-01-20 09:02:24.867,2017-01-20 21:43:46.580
640,20.46,2017-01-20 21:45:15.893,2017-01-21 18:12:54.693
641,44.02,2017-01-21 18:12:58.603,2017-01-23 14:14:23.657
642,23.95,2017-01-23 14:14:29.653,2017-01-24 14:11:28.253
643,11.98,2017-01-23 20:18:29.350,2017-01-24 08:17:12.160
644,7.82,2017-01-23 23:58:52.610,2017-01-24 07:48:05.507
645,6.93,2017-01-24 14:11:32.490,2017-01-24 21:07:05.833
646,6.74,2017-01-24 21:09:27.160,2017-01-25 03:53:53.367
647,9.63,2017-01-25 03:53:56.823,2017-01-25 13:31:33.680
648,7.92,2017-01-25 13:31:37.797,2017-01-25 21:26:38.560
649,7.21,2017-01-25 21:26:42.693,2017-01-26 04:39:22.830
650,9.15,2017-01-26 04:39:26.273,2017-01-26 13:48:09.910
651,30.4,2017-01-26 13:48:19.987,2017-01-27 20:12:05.290
652,9.27,2017-01-29 16:01:56.607,2017-01-30 01:18:06.573
653,7.25,2017-01-30 01:18:12.497,2017-01-30 08:33:01.553
654,7.24,2017-01-30 08:33:09.050,2017-01-30 15:47:37.503
655,7.31,2017-01-30 15:47:41.437,2017-01-30 23:06:04.343
656,6.48,2017-01-30 23:06:08.460,2017-01-31 05:35:08.540
657,7.71,2017-01-31 05:35:13.933,2017-01-31 13:17:40.233
658,9.73,2017-01-31 13:17:43.123,2017-01-31 23:01:32.117
659,8.12,2017-01-31 23:01:37.910,2017-02-01 07:08:48.597
660,8.67,2017-02-01 07:08:52.017,2017-02-01 15:48:54.967
661,7.24,2017-02-01 15:48:58.370,2017-02-01 23:03:14.017
662,6.26,2017-02-01 23:03:17.700,2017-02-02 05:18:35.923
663,6.41,2017-02-02 05:18:40.867,2017-02-02 11:43:21.983
664,6.34,2017-02-02 11:43:25.477,2017-02-02 18:03:34.983
665,8.45,2017-02-02 18:03:41.333,2017-02-03 02:30:52.910
666,18.29,2017-02-03 02:30:59.133,2017-02-03 20:48:39.040
667,14.59,2017-02-03 20:48:44.767,2017-02-04 11:24:23.890
668,48.47,2017-02-04 11:24:28.393,2017-02-06 11:52:36.650
669,8.17,2017-02-06 13:57:18.583,2017-02-06 22:07:24.900
670,7.35,2017-02-06 22:07:28.810,2017-02-07 05:28:19.677
671,7.23,2017-02-07 05:28:22.503,2017-02-07 12:42:08.253
672,5.94,2017-02-07 12:42:11.520,2017-02-07 18:38:42.860
673,14.37,2017-02-07 18:38:46.953,2017-02-08 09:00:48.473
674,9.58,2017-02-08 09:00:51.447,2017-02-08 18:35:50.157
675,6.89,2017-02-08 18:35:56.077,2017-02-09 01:29:33.460
676,11.08,2017-02-09 01:29:41.110,2017-02-09 12:34:43.230
677,11.97,2017-02-09 12:34:54.190,2017-02-10 00:33:13.020
678,12.74,2017-02-10 00:33:16.200,2017-02-10 13:17:37.813
679,16.06,2017-02-10 13:17:45.763,2017-02-11 05:21:14.037
680,71.01,2017-02-11 05:21:17.227,2017-02-14 04:22:03.680
681,7.79,2017-02-12 21:03:49.237,2017-02-13 04:51:18.000
682,6.5,2017-02-13 04:51:22.473,2017-02-13 11:21:25.307
683,9.37,2017-02-13 11:21:28.827,2017-02-13 20:43:42.457
684,6.09,2017-02-13 20:43:53.370,2017-02-14 02:49:18.900
685,6.84,2017-02-14 02:49:26.953,2017-02-14 09:40:00.780
686,9.71,2017-02-15 04:35:58.027,2017-02-15 14:18:37.373
687,7.72,2017-02-15 14:18:48.137,2017-02-15 22:01:58.293
688,7.01,2017-02-15 22:02:03.980,2017-02-16 05:02:35.540
689,14.04,2017-02-16 05:02:38.590,2017-02-16 19:04:51.353
690,7.99,2017-02-16 19:04:54.963,2017-02-17 03:04:26.397
691,13.82,2017-02-17 03:04:29.323,2017-02-17 16:53:48.617
692,17.38,2017-02-17 16:53:51.897,2017-02-18 10:16:24.663
693,26.71,2017-02-18 10:16:33.053,2017-02-19 12:59:00.463
694,6.82,2017-02-20 00:04:48.393,2017-02-20 06:54:18.270
695,11.04,2017-02-20 06:54:21.193,2017-02-20 17:56:56.540
696,7.8,2017-02-20 17:57:02.083,2017-02-21 01:45:11.540
697,6.08,2017-02-21 01:45:15.733,2017-02-21 07:49:52.303
698,6.23,2017-02-21 07:49:54.740,2017-02-21 14:03:46.053
699,19.77,2017-02-21 14:03:50.623,2017-02-22 09:50:04.347
700,9.21,2017-02-24 02:40:59.577,2017-02-24 11:53:20.383
701,7.67,2017-02-24 11:53:28.503,2017-02-24 19:33:31.117
702,19.87,2017-02-24 19:33:41.770,2017-02-25 15:26:05.450
703,34.59,2017-02-25 15:26:10.323,2017-02-27 02:01:44.047
704,6.66,2017-02-27 03:13:15.183,2017-02-27 09:52:48.857
705,6.7,2017-02-27 09:52:51.960,2017-02-27 16:34:51.867
706,19.27,2017-02-27 16:34:56.793,2017-02-28 11:51:09.347
707,6.1,2017-02-28 11:51:13.567,2017-02-28 17:57:12.460
708,6.02,2017-02-28 17:57:15.653,2017-02-28 23:58:43.910
709,10.3,2017-02-28 23:58:54.110,2017-03-01 10:16:42.617
710,7.57,2017-03-01 10:16:46.020,2017-03-01 17:51:10.587
711,6.39,2017-03-01 17:51:14.370,2017-03-02 00:14:23.423
712,5.58,2017-03-02 00:14:27.630,2017-03-02 05:49:13.467
713,5.83,2017-03-02 05:49:16.587,2017-03-02 11:39:19.387
714,6.76,2017-03-02 11:39:26.280,2017-03-02 18:25:08.817
715,10.78,2017-03-02 18:25:13.607,2017-03-03 05:11:58.980
716,16.33,2017-03-03 05:12:03.740,2017-03-03 21:31:39.503
717,18.01,2017-03-03 21:31:44.440,2017-03-04 15:32:10.983
718,21.59,2017-03-04 15:32:17.307,2017-03-05 13:07:39.740
719,6.66,2017-03-05 23:44:59.157,2017-03-06 06:24:26.520
720,6.93,2017-03-06 06:24:29.517,2017-03-06 13:20:08.453
721,5.92,2017-03-06 13:20:15.740,2017-03-06 19:15:15.323
722,9.78,2017-03-06 19:15:23.243,2017-03-07 05:02:21.093
723,6.4,2017-03-07 05:02:27.133,2017-03-07 11:26:14.310
724,6.28,2017-03-07 11:26:19.740,2017-03-07 17:42:52.167
725,12.82,2017-03-07 17:43:00.903,2017-03-08 06:32:15.333
726,6.58,2017-03-08 06:32:18.773,2017-03-08 13:07:10.113
727,17.5,2017-03-08 13:07:14.707,2017-03-09 06:37:02.227
728,6.54,2017-03-09 06:37:05.713,2017-03-09 13:09:28.213
729,11.78,2017-03-09 13:09:35.207,2017-03-10 00:56:25.940
730,45.88,2017-03-10 00:56:37.287,2017-03-11 22:49:21.990
731,6.09,2017-03-12 15:40:54.980,2017-03-12 21:46:17.040
732,6.72,2017-03-12 21:46:21.537,2017-03-13 04:29:29.107
733,6.48,2017-03-13 04:29:36.320,2017-03-13 10:58:10.313
734,7.59,2017-03-13 10:58:17.340,2017-03-13 18:33:23.657
735,6.33,2017-03-13 18:33:28.540,2017-03-14 00:53:29.697
736,9.63,2017-03-14 00:53:34.110,2017-03-14 10:31:07.950
737,7.1,2017-03-14 10:31:13.523,2017-03-14 17:37:31.327
738,6.8,2017-03-14 17:37:35.427,2017-03-15 00:25:19.890
739,20.94,2017-03-15 00:25:23.877,2017-03-15 21:21:33.313
740,14.83,2017-03-15 21:21:38.940,2017-03-16 12:11:38.687
741,6.83,2017-03-16 12:11:43.550,2017-03-16 19:01:45.577
742,20.47,2017-03-16 19:01:49.790,2017-03-17 15:30:06.530
743,45.33,2017-03-17 15:30:12.180,2017-03-19 12:50:07.577
744,6.25,2017-03-20 04:55:55.787,2017-03-20 11:10:41.503
745,6.83,2017-03-20 11:10:45.130,2017-03-20 18:00:15.573
746,7.01,2017-03-20 18:00:19.867,2017-03-21 01:01:12.643
747,6.53,2017-03-21 01:01:17.330,2017-03-21 07:33:00.423
748,6.85,2017-03-21 07:33:04.760,2017-03-21 14:24:08.730
749,6.33,2017-03-21 14:24:16.983,2017-03-21 20:44:07.103
750,5.94,2017-03-21 20:44:14.653,2017-03-22 02:40:38.430
751,7.19,2017-03-22 02:40:43.193,2017-03-22 09:52:03.970
752,6.79,2017-03-22 09:52:06.620,2017-03-22 16:39:48.103
753,7.04,2017-03-22 16:39:53.140,2017-03-22 23:42:15.577
754,6.0,2017-03-22 23:42:19.010,2017-03-23 05:42:05.610
755,6.78,2017-03-23 05:42:08.267,2017-03-23 12:29:11.180
756,10.98,2017-03-23 12:29:14.243,2017-03-23 23:27:45.850
757,6.85,2017-03-23 23:27:49.510,2017-03-24 06:19:00.817
758,30.06,2017-03-24 07:36:07.050,2017-03-25 13:40:00.020
759,32.2,2017-03-25 13:40:05.787,2017-03-26 21:52:16.967
760,9.81,2017-03-26 21:52:21.793,2017-03-27 07:40:50.987
761,14.73,2017-03-27 07:40:53.763,2017-03-27 22:24:59.350
762,29.79,2017-03-27 22:25:05.377,2017-03-29 04:12:27.370
763,10.52,2017-03-28 10:49:49.187,2017-03-28 21:21:13.287
764,8.52,2017-03-29 04:12:31.230,2017-03-29 12:43:34.393
765,8.61,2017-03-29 12:43:37.260,2017-03-29 21:20:28.403
766,7.27,2017-03-29 21:20:33.427,2017-03-30 04:36:45.127
767,7.0,2017-03-30 04:36:51.057,2017-03-30 11:37:02.940
768,8.9,2017-03-30 11:37:05.480,2017-03-30 20:31:21.680
769,29.38,2017-03-30 20:31:34.970,2017-04-01 01:54:39.300
770,50.14,2017-04-01 01:54:42.713,2017-04-03 04:03:21.247
771,7.65,2017-04-03 04:03:24.500,2017-04-03 11:42:24.350
772,7.62,2017-04-03 11:42:27.030,2017-04-03 19:19:23.497
773,9.22,2017-04-03 19:19:27.667,2017-04-04 04:32:51.063
774,9.13,2017-04-04 04:32:55.310,2017-04-04 13:40:46.577
775,5.23,2017-04-04 13:40:49.497,2017-04-04 18:54:25.280
776,13.17,2017-04-04 18:54:27.940,2017-04-05 08:04:35.960
