ID,Duration,Start,End,Power,Factor
633,16.48,2017-09-10 23:49:18.763,2017-09-11 16:18:08.850,32.94,127.66
634,24.26,2017-09-11 16:30:14.583,2017-09-12 16:46:00.800,42.47,191.39
635,49.51,2017-09-12 16:46:06.920,2017-09-14 18:16:48.730,48.19,103.49
636,52.71,2017-09-14 18:16:54.017,2017-09-16 22:59:46.760,39.34,172.04
637,33.16,2017-09-16 23:14:21.510,2017-09-18 08:23:44.183,39.87,199.1
638,9.09,2017-09-18 08:23:49.440,2017-09-18 17:29:18.250,38.89,149.68
639,13.02,2017-09-18 17:29:24.467,2017-09-19 06:30:54.240,37.67,169.03
640,21.13,2017-09-19 06:31:04.393,2017-09-20 03:38:51.720,31.5,122.57
641,6.7,2017-09-20 03:52:36.623,2017-09-20 10:34:36.740,36.58,155.2
642,19.73,2017-09-20 10:44:04.790,2017-09-21 06:27:44.777,43.09,156.11
643,52.84,2017-09-21 06:58:35.283,2017-09-23 11:48:56.117,32.68,175.34
644,31.17,2017-09-23 14:57:22.703,2017-09-24 22:07:48.723,49.34,107.5
645,12.22,2017-09-24 22:16:03.400,2017-09-25 10:29:30.510,49.5,147.46
646,24.74,2017-09-25 10:29:34.417,2017-09-26 11:13:56.990,35.98,106.18
647,17.67,2017-09-26 11:14:02.533,2017-09-27 04:54:10.463,39.85,141.97
648,35.13,2017-09-27 04:54:19.100,2017-09-28 16:02:00.430,44.34,180.65
649,23.44,2017-09-28 16:14:43.020,2017-09-29 15:41:00.103,49.62,151.68
650,14.56,2017-09-29 15:41:04.543,2017-09-30 06:14:51.393,30.82,162.9
651,20.67,2017-09-30 06:24:34.250,2017-10-01 03:04:28.900,45.8,128.69
652,4.71,2017-10-01 03:12:45.870,2017-10-01 07:55:31.177,43.86,194.42
653,16.79,2017-10-01 08:00:09.660,2017-10-02 00:47:40.347,41.11,158.16
654,10.66,2017-10-02 00:59:29.673,2017-10-02 11:38:59.233,37.36,169.12
655,37.66,2017-10-02 11:39:02.653,2017-10-04 01:18:56.400,45.54,110.41
656,3.82,2017-10-04 13:26:33.510,2017-10-04 17:15:42.170,30.95,193.55
657,13.64,2017-10-04 17:15:53.480,2017-10-05 06:54:30.440,46.08,177.66
658,15.5,2017-10-05 06:54:37.847,2017-10-05 22:24:20.037,38.59,183.85
659,16.17,2017-10-05 22:24:26.090,2017-10-06 14:34:54.307,40.27,123.49
660,15.62,2017-10-06 14:34:59.620,2017-10-07 06:12:25.233,48.61,197.82
661,27.07,2017-10-07 06:24:13.883,2017-10-08 09:28:36.393,46.33,177.97
662,8.66,2017-10-08 09:42:34.087,2017-10-08 18:22:23.290,48.45,127.77
663,17.52,2017-10-08 18:28:03.690,2017-10-09 11:59:26.287,45.71,195.83
664,45.75,2017-10-09 11:59:32.590,2017-10-11 09:44:34.650,36.18,128.28
665,36.01,2017-10-11 09:44:45.923,2017-10-12 21:45:25.820,48.07,188.06
666,24.47,2017-10-12 21:45:30.867,2017-10-13 22:13:44.107,30.88,114.41
667,10.21,2017-10-14 01:16:39.947,2017-10-14 11:29:23.720,49.84,107.3
668,16.04,2017-10-14 11:46:44.997,2017-10-15 03:49:13.980,46.28,121.04
669,11.49,2017-10-15 00:20:54.583,2017-10-15 11:50:07.630,45.33,188.46
670,7.25,2017-10-15 12:06:59.357,2017-10-15 19:22:13.843,38.55,133.03
671,36.71,2017-10-15 19:32:19.313,2017-10-17 08:14:40.193,38.83,143.75
672,10.45,2017-10-17 08:14:46.123,2017-10-17 18:41:53.483,44.52,160.28
673,36.88,2017-10-17 18:51:00.700,2017-10-19 07:43:52.363,45.53,130.15
674,30.92,2017-10-19 07:44:04.083,2017-10-20 14:39:27.210,47.53,169.22
675,7.56,2017-10-20 14:39:37.060,2017-10-20 22:13:24.907,40.47,105.08
676,25.79,2017-10-20 22:13:29.917,2017-10-22 00:00:53.723,40.45,178.22
677,26.78,2017-10-22 00:21:06.160,2017-10-23 03:08:06.417,43.66,119.39
678,12.77,2017-10-23 03:14:46.417,2017-10-23 16:00:50.230,33.39,162.53
679,16.65,2017-10-23 16:21:52.940,2017-10-24 09:00:57.430,42.36,148.92
680,19.58,2017-10-24 08:51:12.930,2017-10-25 04:25:44.700,49.78,164.43
681,8.17,2017-10-25 04:25:49.377,2017-10-25 12:36:17.027,36.41,148.05
682,35.64,2017-10-25 04:36:07.117,2017-10-26 16:14:42.260,47.62,145.66
683,8.64,2017-10-26 16:14:47.100,2017-10-27 00:53:02.923,31.43,175.58
684,11.87,2017-10-27 00:53:07.710,2017-10-27 12:45:15.690,37.99,180.07
685,37.57,2017-10-27 13:03:16.583,2017-10-29 02:37:42.920,30.42,103.52
686,18.34,2017-10-29 02:50:58.017,2017-10-29 21:11:29.730,42.27,186.97
687,19.13,2017-11-02 14:24:06.000,2017-11-03 09:31:59.173,46.06,106.07
688,10.88,2017-11-03 09:32:02.993,2017-11-03 20:24:48.920,34.58,172.91
689,7.61,2017-11-03 20:24:54.580,2017-11-04 04:01:17.317,47.36,192.92
690,25.12,2017-11-04 05:21:33.833,2017-11-05 06:29:02.567,34.21,166.26
691,12.25,2017-11-05 06:43:00.720,2017-11-05 18:57:50.273,44.69,198.94
692,13.73,2017-11-05 20:19:29.257,2017-11-06 10:03:14.930,42.41,146.49
693,36.36,2017-11-06 10:03:27.553,2017-11-07 22:25:08.950,46.82,180.27
694,21.72,2017-11-08 06:24:28.147,2017-11-09 04:07:30.993,42.22,101.97
695,50.54,2017-11-09 04:07:41.350,2017-11-11 06:40:22.480,47.18,104.17
696,14.61,2017-11-11 07:02:34.997,2017-11-11 21:39:04.470,39.2,196.4
697,34.72,2017-11-11 22:22:29.897,2017-11-13 09:05:36.340,34.57,139.1
698,46.16,2017-11-13 09:05:41.723,2017-11-15 07:15:20.500,45.17,130.69
