index,StartDateUTC,EndDateUTC
237,2016-02-08 10:51:56.810,2016-02-08 10:54:00.763
238,2016-02-08 10:54:00.763,2016-02-08 11:10:34.830
239,2016-02-08 11:10:34.830,2016-02-08 11:13:18.850
240,2016-02-08 11:13:18.850,2016-02-08 16:20:50.763
241,2016-02-08 16:20:50.763,2016-02-08 16:29:19.883
242,2016-02-08 16:29:19.883,2016-02-08 16:32:21.840
243,2016-02-08 16:32:21.840,2016-02-08 16:34:31.873
244,2016-02-08 16:34:31.873,2016-02-08 16:34:34.917
245,2016-02-08 16:34:34.917,2016-02-08 16:36:33.800
246,2016-02-08 16:36:33.800,2016-02-08 18:22:37.070
247,2016-02-08 18:22:37.070,2016-02-08 18:26:22.077
248,2016-02-08 18:26:22.077,2016-02-08 20:07:24.237
249,2016-02-08 20:07:24.237,2016-02-08 20:10:53.240
250,2016-02-08 20:10:53.240,2016-02-08 20:36:28.173
251,2016-02-08 20:36:28.173,2016-02-08 20:40:13.140
252,2016-02-08 20:40:13.140,2016-02-08 21:58:22.860
253,2016-02-08 21:58:22.860,2016-02-08 21:58:27.853
254,2016-02-08 21:58:27.853,2016-02-08 22:00:23.877
255,2016-02-08 22:00:23.877,2016-02-08 22:12:30.930
256,2016-02-08 22:12:30.930,2016-02-08 23:07:14.813
257,2016-02-08 23:07:14.813,2016-02-08 23:14:47.637
258,2016-02-08 23:14:47.637,2016-02-08 23:15:44.630
259,2016-02-08 23:15:44.630,2016-02-08 23:19:17.610
260,2016-02-08 23:19:17.610,2016-02-09 02:04:01.080
261,2016-02-09 02:04:01.080,2016-02-09 02:07:19.080
262,2016-02-09 02:07:19.080,2016-02-09 05:44:17.827
263,2016-02-09 05:44:17.827,2016-02-09 06:09:28.903
264,2016-02-09 06:09:28.903,2016-02-09 06:11:45.993
265,2016-02-09 06:11:45.993,2016-02-09 07:48:56.303
266,2016-02-09 07:48:56.303,2016-02-09 07:52:17.197
267,2016-02-09 07:52:17.197,2016-02-09 12:09:32.067
268,2016-02-09 12:09:32.067,2016-02-09 12:37:36.130
269,2016-02-09 12:37:36.130,2016-02-09 12:40:15.077
270,2016-02-09 12:40:15.077,2016-02-09 16:48:11.650
271,2016-02-09 16:48:11.650,2016-02-09 16:58:46.737
272,2016-02-09 16:58:46.737,2016-02-09 18:59:20.003
273,2016-02-09 18:59:20.003,2016-02-09 19:09:03.113
274,2016-02-09 19:09:03.113,2016-02-09 19:09:25.083
275,2016-02-09 19:09:25.083,2016-02-09 19:15:36.127
276,2016-02-09 19:15:36.127,2016-02-09 19:17:01.063
277,2016-02-09 19:17:01.063,2016-02-10 01:05:43.283
278,2016-02-10 01:05:43.283,2016-02-10 01:11:26.263
279,2016-02-10 01:11:26.263,2016-02-10 01:12:19.253
280,2016-02-10 01:12:19.253,2016-02-10 01:17:25.237
281,2016-02-10 01:17:25.237,2016-02-10 01:20:59.227
282,2016-02-10 01:20:59.227,2016-02-10 01:23:05.233
283,2016-02-10 01:23:05.233,2016-02-10 01:26:08.227
284,2016-02-10 01:26:08.227,2016-02-10 01:29:44.247
285,2016-02-10 01:29:44.247,2016-02-10 02:11:27.333
286,2016-02-10 02:11:27.333,2016-02-10 02:15:27.057
287,2016-02-10 02:15:27.057,2016-02-10 02:19:43.047
288,2016-02-10 02:19:43.047,2016-02-10 02:21:50.083
289,2016-02-10 02:21:50.083,2016-02-10 03:04:42.890
290,2016-02-10 03:04:42.890,2016-02-10 03:14:35.890
291,2016-02-10 03:14:35.890,2016-02-10 03:52:26.723
292,2016-02-10 03:52:26.723,2016-02-10 04:00:43.963
293,2016-02-10 04:00:43.963,2016-02-10 04:09:01.717
294,2016-02-10 04:09:01.717,2016-02-10 04:21:16.683
295,2016-02-10 04:21:16.683,2016-02-10 09:32:17.440
296,2016-02-10 09:32:17.440,2016-02-10 09:41:50.527
297,2016-02-10 09:41:50.527,2016-02-10 09:42:25.470
298,2016-02-10 09:42:25.470,2016-02-10 09:49:43.650
299,2016-02-10 09:49:43.650,2016-02-10 10:04:09.507
300,2016-02-10 10:04:09.507,2016-02-10 10:06:14.557
301,2016-02-10 10:06:14.557,2016-02-10 15:14:53.467
302,2016-02-10 15:14:53.467,2016-02-10 15:24:24.723
303,2016-02-10 15:24:24.723,2016-02-10 15:29:03.503
304,2016-02-10 15:29:03.503,2016-02-10 15:37:35.830
305,2016-02-10 15:37:35.830,2016-02-10 15:39:33.527
306,2016-02-10 15:39:33.527,2016-02-10 20:43:11.333
307,2016-02-10 20:43:11.333,2016-02-10 20:44:29.627
308,2016-02-10 20:44:29.627,2016-02-11 19:57:27.273
309,2016-02-11 19:57:27.273,2016-02-11 20:16:54.310
310,2016-02-11 20:16:54.310,2016-02-11 20:24:42.480
311,2016-02-11 20:24:42.480,2016-02-11 21:00:33.273
312,2016-02-11 21:00:33.273,2016-02-11 21:02:35.287
313,2016-02-11 21:02:35.287,2016-02-11 21:05:06.327
314,2016-02-11 21:05:06.327,2016-02-12 02:06:33.113
315,2016-02-12 02:06:33.113,2016-02-12 02:13:37.090
316,2016-02-12 02:13:37.090,2016-02-12 02:13:43.147
317,2016-02-12 02:13:43.147,2016-02-12 02:22:35.137
318,2016-02-12 02:22:35.137,2016-02-12 07:18:10.513
319,2016-02-12 07:18:10.513,2016-02-12 07:41:39.647
320,2016-02-12 07:41:39.647,2016-02-12 07:43:44.490
321,2016-02-12 07:43:44.490,2016-02-12 14:19:58.207
322,2016-02-12 14:19:58.207,2016-02-12 14:28:12.350
323,2016-02-12 14:28:12.350,2016-02-12 14:36:16.760
324,2016-02-12 14:36:16.760,2016-02-12 14:46:36.587
325,2016-02-12 14:46:36.587,2016-02-12 14:48:31.283
326,2016-02-12 14:48:31.283,2016-02-12 14:58:35.293
327,2016-02-12 14:58:35.293,2016-02-12 14:58:41.457
328,2016-02-12 14:58:41.457,2016-02-12 15:00:29.340
329,2016-02-12 15:00:29.340,2016-02-12 19:59:27.230
330,2016-02-12 19:59:27.230,2016-02-12 20:17:57.417
331,2016-02-12 20:17:57.417,2016-02-12 20:25:06.367
332,2016-02-12 20:25:06.367,2016-02-13 01:50:19.053
333,2016-02-13 01:50:19.053,2016-02-13 01:51:10.040
334,2016-02-13 01:51:10.040,2016-02-13 04:27:09.447
335,2016-02-13 04:27:09.447,2016-02-13 04:32:14.550
336,2016-02-13 04:32:14.550,2016-02-13 04:39:58.497
337,2016-02-13 04:39:58.497,2016-02-13 04:47:07.690
338,2016-02-13 04:47:07.690,2016-02-13 20:53:05.990
339,2016-02-13 20:53:05.990,2016-02-13 21:01:50.997
340,2016-02-13 21:01:50.997,2016-02-13 22:56:28.297
341,2016-02-13 22:56:28.297,2016-02-13 22:58:35.380
342,2016-02-13 22:58:35.380,2016-02-13 23:04:48.400
343,2016-02-13 23:04:48.400,2016-02-13 23:08:50.340
344,2016-02-13 23:08:50.340,2016-02-14 09:00:30.813
345,2016-02-14 09:00:30.813,2016-02-14 09:05:40.793
346,2016-02-14 09:05:40.793,2016-02-14 09:23:07.820
347,2016-02-14 09:23:07.820,2016-02-14 09:24:08.030
348,2016-02-14 09:23:07.820,2016-02-14 09:24:08.030
349,2016-02-14 09:23:07.843,2016-02-14 09:23:07.820
350,2016-02-14 09:24:08.030,2016-02-14 09:26:47.943
351,2016-02-14 09:26:47.943,2016-02-14 09:33:52.893
352,2016-02-14 09:33:52.893,2016-02-14 09:37:47.030
353,2016-02-14 09:37:47.030,2016-02-14 09:39:15.913
354,2016-02-14 09:39:15.913,2016-02-14 09:45:44.010
355,2016-02-14 09:45:44.010,2016-02-14 19:13:28.933
356,2016-02-14 19:13:28.933,2016-02-14 19:36:37.830
357,2016-02-14 19:36:37.830,2016-02-15 15:07:08.563
358,2016-02-15 15:07:08.563,2016-02-15 15:09:15.610
359,2016-02-15 15:09:15.610,2016-02-15 20:13:37.810
360,2016-02-15 20:13:37.810,2016-02-15 20:14:23.917
361,2016-02-15 20:14:23.917,2016-02-15 20:14:29.930
362,2016-02-15 20:14:29.930,2016-02-15 20:28:46.873
363,2016-02-15 20:28:46.873,2016-02-15 20:31:12.757
364,2016-02-15 20:31:12.757,2016-02-15 20:44:36.707
365,2016-02-15 20:44:36.707,2016-02-16 02:26:17.397
366,2016-02-16 02:26:17.397,2016-02-16 02:31:11.483
367,2016-02-16 02:31:11.483,2016-02-16 02:41:05.580
368,2016-02-16 02:41:05.580,2016-02-16 02:44:35.397
369,2016-02-16 02:44:35.397,2016-02-16 02:50:08.410
370,2016-02-16 02:50:08.410,2016-02-16 02:56:00.467
371,2016-02-16 02:56:00.467,2016-02-16 08:05:02.720
372,2016-02-16 08:05:02.720,2016-02-16 08:08:02.477
373,2016-02-16 08:08:02.477,2016-02-16 08:15:07.160
374,2016-02-16 08:15:07.160,2016-02-16 08:24:31.647
375,2016-02-16 08:24:31.647,2016-02-16 08:26:56.510
376,2016-02-16 08:26:56.510,2016-02-16 14:07:59.450
377,2016-02-16 14:07:59.450,2016-02-17 04:06:37.700
378,2016-02-17 04:06:37.700,2016-02-17 14:47:59.553
379,2016-02-17 14:47:59.553,2016-02-17 14:50:06.587
380,2016-02-17 14:50:06.587,2016-02-17 18:31:40.030
381,2016-02-17 18:31:40.030,2016-02-17 18:37:08.043
382,2016-02-17 18:37:08.043,2016-02-17 19:19:25.367
383,2016-02-17 19:19:25.367,2016-02-17 19:42:31.283
384,2016-02-17 19:42:31.283,2016-02-17 19:45:08.377
385,2016-02-17 19:45:08.377,2016-02-17 20:26:01.440
386,2016-02-17 20:26:01.440,2016-02-17 21:06:51.610
387,2016-02-17 21:06:51.610,2016-02-18 01:49:26.073
388,2016-02-18 01:49:26.073,2016-02-18 01:51:29.080
389,2016-02-18 01:51:29.080,2016-02-18 02:10:22.017
390,2016-02-18 02:10:22.017,2016-02-18 02:22:05.990
391,2016-02-18 02:22:05.990,2016-02-18 02:26:23.973
392,2016-02-18 02:26:23.973,2016-02-18 09:14:11.657
393,2016-02-18 09:14:11.657,2016-02-18 09:16:48.667
394,2016-02-18 09:16:48.667,2016-02-18 09:25:31.690
395,2016-02-18 09:25:31.690,2016-02-18 09:31:32.683
396,2016-02-18 09:31:32.683,2016-02-18 09:31:39.287
397,2016-02-18 09:31:39.287,2016-02-18 09:43:37.760
398,2016-02-18 09:43:37.760,2016-02-18 21:45:50.863
399,2016-02-18 21:45:50.863,2016-02-18 21:47:54.833
400,2016-02-18 21:47:54.833,2016-02-18 22:42:55.903
401,2016-02-18 22:42:55.903,2016-02-18 22:43:52.910
402,2016-02-18 22:43:52.910,2016-02-18 22:54:46.983
403,2016-02-18 22:54:46.983,2016-02-19 04:29:19.833
404,2016-02-19 04:29:19.833,2016-02-19 04:31:03.860
405,2016-02-19 04:31:03.860,2016-02-19 05:03:36.840
406,2016-02-19 05:03:36.840,2016-02-19 05:05:43.653
407,2016-02-19 05:05:43.653,2016-02-19 07:21:48.340
408,2016-02-19 07:21:48.340,2016-02-19 07:31:27.320
409,2016-02-19 07:31:27.320,2016-02-19 10:05:16.910
410,2016-02-19 10:05:16.910,2016-02-19 10:07:37.087
411,2016-02-19 10:07:37.087,2016-02-19 10:16:29.943
412,2016-02-19 10:16:29.943,2016-02-19 10:23:09.807
413,2016-02-19 10:23:09.807,2016-02-19 10:24:00.030
414,2016-02-19 10:24:00.030,2016-02-19 10:26:54.440
415,2016-02-19 10:26:54.440,2016-02-19 10:29:38.860
416,2016-02-19 10:29:38.860,2016-02-19 10:31:58.820
417,2016-02-19 10:31:58.820,2016-02-19 15:45:13.970
418,2016-02-19 15:45:13.970,2016-02-19 15:48:21.890
419,2016-02-19 15:48:21.890,2016-02-21 22:30:39.037
420,2016-02-21 22:30:39.037,2016-02-21 22:33:50.057
421,2016-02-21 22:33:50.057,2016-02-21 22:40:08.107
422,2016-02-21 22:40:08.107,2016-02-21 22:43:44.100
423,2016-02-21 22:43:44.100,2016-02-21 22:52:26.107
424,2016-02-21 22:52:26.107,2016-02-21 23:12:37.160
425,2016-02-21 23:12:37.160,2016-02-21 23:14:55.307
426,2016-02-21 23:14:55.307,2016-02-21 23:23:07.183
427,2016-02-21 23:23:07.183,2016-02-22 01:53:04.573
428,2016-02-22 01:53:04.573,2016-02-22 01:58:34.617
429,2016-02-22 01:58:34.617,2016-02-22 02:23:41.703
430,2016-02-22 02:23:41.703,2016-02-22 03:39:29.740
431,2016-02-22 03:39:29.740,2016-02-22 03:45:07.740
432,2016-02-22 03:45:07.740,2016-02-22 03:47:45.903
433,2016-02-22 03:47:45.903,2016-02-22 05:51:34.150
434,2016-02-22 05:51:34.150,2016-02-22 05:52:26.347
435,2016-02-22 05:52:26.347,2016-02-22 06:16:05.377
